0,0.9185021925,0.00292857987376563,4,0,0,4,0.0814978075,0.00292857987376561,4
1.6,0.50013888,0.10350511683283,2,0.01544344,0.00104593820859552,2,0.655890825,0.140040468617534,2
3.4,0.24654969,0.0474765493602916,2,0.036027465,0.00271087062237392,2,0.87341085,0.175834673500605,2
4.8,0.128049605,0.0154188381303667,2,0.092611695,0.00667708912659177,2,0.96143421,0.235426012632287,2
10,0.027071565,0.00132051484279807,2,0.19960974,0.0224218893409498,2,0.91873364,0.184546427034722,2
8,0.05909028,0.0636170818847407,2,0.149278715,0.00344838299515148,2,0.98867612,0.218495161000641,2
1.5,0.53051726,0.00553818758947371,2,0.0037701,0.00533172655150281,2,0.44258319,0.0329164429182012,2
4,0.177587765,0.0431613100199478,2,0.021169495,0.00532510096096309,2,0.89989003,0.0910219102863052,2
4.92,0.150107725,0.025225023256133,2,0.04305715,0.00132545751919856,2,0.865595725,0.0565495708199846,2
7,0.06878088,0.00792659630642308,2,0.03730073,0.00456216809940186,2,0.900905805,0.00651726885190796,2
9,0.06175892,0.00462456320177377,2,0.057970555,0.00492994140736479,2,0.943027565,0.0983063617115293,2
2.6,0.43121788,0.0338822800706239,2,0.01687289,3.23529636664095e-004,2,0.551909225,0.033558743362892,2
2.7,0.396866545,0.0195839657721323,2,0.012089355,0.0041356200757867,2,0.591044105,0.0154483386252778,2
4.4,0.193617255,0.00127383165310413,2,0.01603394,0.00192700740008958,2,0.7903488,0.00320083198212591,2
4.5,0.220999215,0.00926440698108897,2,0.028777275,0.00285408802983545,2,0.75022351,0.0121184950109244,2
6.3,0.124653205,0.000744038968367932,2,0.043912225,0.00382730737705374,2,0.83143457,0.00308326840868577,2
6.8,0.103781335,0.000861659110350493,2,0.037376415,0.00140757382969775,2,0.85884225,0.000545914719347244,2
7.7,0.10725135,0.00204898331984426,2,0.021437825,0.00158108369166531,2,0.871310815,4.67899628178977e-004,2
8.7,0.04361566,0.0011105253419891,2,0.08719007,0.00717815206280836,2,0.86919427,0.00828867740479741,2
9.9,0.04273654,3.28663231895503e-004,2,0.0364995,0.00714671409531681,2,0.92076396,0.00747539146934796,2
10,0.035825315,0.00287661645188405,2,0.067873825,0.00949932199593476,2,0.896300855,0.0066227126151185,2
